	method	hs	complet_score	v_score	adj_rand_index	adj_mutual_info	fm_score	calinski_harabaz_score	cosine_silhouette_score	euclidean_silhouette_score	tpr	fpr	fdr	acc	tn	fp	fn	tp	cells_count	genes_count	fc	replication	cells	genes	len_mod_and_var_genes	modification_method	clustering_method	randomize_cells_labels	matching_genes	other_params	pca_components	knn_neighbours	knn_radius	knn_algorithm	knn_leaf_size	knn_distance_metric	knn_p	kmeans_clusters	scale_kmeans	tsne_components	tsne_perplexity	corr_method	hvg_cut_off	input_data_dim	input_fname	bin_start	bin_end	protocol	meanTopExpressedGenes	nTopGenes	post_mod_genes	genes_in_all_cells	spike_ins_pattern	normalization_method	nTopVarRemovedGenes
0	pca_tsne	0.1245112497836532	0.12823644219877584	0.12634639359704855	0.11529933481152992	0.09005608487733917	0.5436067275445352	6.456848919197777	0.1520020067691803	0.25093987584114075	0.8	0.4	0.33	0.7	6	4	2	8	10	10	3.0	rep1	"['SmartSeq2A_A7' 'SmartSeq2A_E6' 'SmartSeq2A_C1' 'SmartSeq2A_B2'
 'SmartSeq2A_A1' 'SmartSeq2A_B1' 'SmartSeq2A_E2' 'SmartSeq2A_D1'
 'SmartSeq2A_H2' 'SmartSeq2A_B5']"	['ENSMUSG00000024944', 'ENSMUSG00000019969', 'ENSMUSG00000029440', 'ENSMUSG00000027540', 'ENSMUSG00000009030', 'ENSMUSG00000022035', 'ENSMUSG00000022544', 'ENSMUSG00000022160', 'ENSMUSG00000024132', 'ENSMUSG00000018425', 'ENSMUSG00000017837']	7	multiplicative_modification_space	knn	False	['ENSMUSG00000060098', 'ENSMUSG00000002767', 'ENSMUSG00000075706', 'ENSMUSG00000036180', 'ENSMUSG00000030245', 'ENSMUSG00000031197', 'ENSMUSG00000014551', 'ENSMUSG00000040918', 'ENSMUSG00000038095', 'ENSMUSG00000053841', 'ENSMUSG00000001415']	1:1:genes_in_all_cells:False	5	3	1.0	auto	30	euclidean	2	2	True	2	5	pearson	500	10000:20	test_data/mESC/SmartSeq2A/SmartSeq2A_scran_norm_counts.tab	5000	7500	Smartseq2	10000	500	sig_only	False		scran	500
1	pca_tsne	0.49342260576014485	0.5282512370705057	0.5102432713148235	0.4643449419568823	0.48928615480117377	0.7309879850882874	1.2130208110040586	-0.047434475272893906	-0.0029678470455110073	1.0	0.3	0.23	0.85	7	3	0	10	10	10	3.0	rep2	"['SmartSeq2A_F1' 'SmartSeq2A_C1' 'SmartSeq2A_F2' 'SmartSeq2A_C2'
 'SmartSeq2A_B4' 'SmartSeq2A_H8' 'SmartSeq2A_D1' 'SmartSeq2A_D3'
 'SmartSeq2A_B3' 'SmartSeq2A_H10']"	['ENSMUSG00000029310', 'ENSMUSG00000020691', 'ENSMUSG00000040761', 'ENSMUSG00000021782', 'ENSMUSG00000029461', 'ENSMUSG00000039910', 'ENSMUSG00000028089', 'ENSMUSG00000027160', 'ENSMUSG00000021996', 'ENSMUSG00000062078', 'ENSMUSG00000031629']	7	multiplicative_modification_space	knn	False	['ENSMUSG00000018379', 'ENSMUSG00000040945', 'ENSMUSG00000000441', 'ENSMUSG00000040785', 'ENSMUSG00000021962', 'ENSMUSG00000024732', 'ENSMUSG00000021868', 'ENSMUSG00000015656', 'ENSMUSG00000001783', 'ENSMUSG00000024081', 'ENSMUSG00000041236']	1:1:genes_in_all_cells:False	5	3	1.0	auto	30	euclidean	2	2	True	2	5	pearson	500	10000:20	test_data/mESC/SmartSeq2A/SmartSeq2A_scran_norm_counts.tab	5000	7500	Smartseq2	10000	500	sig_only	False		scran	500
0	pca_tsne	0.19116495692878027	0.19255628119851664	0.191858096681472	0.20877290394225426	0.15883950662314078	0.5856442973164198	5.305884516582888	0.1415087878704071	0.19767050445079803	0.8	0.3	0.27	0.75	7	3	2	8	10	10	5.0	rep1	"['SmartSeq2A_B9' 'SmartSeq2A_G5' 'SmartSeq2A_F10' 'SmartSeq2A_A8'
 'SmartSeq2A_E7' 'SmartSeq2A_D3' 'SmartSeq2A_G7' 'SmartSeq2A_G4'
 'SmartSeq2A_C7' 'SmartSeq2A_D6']"	['ENSMUSG00000035342', 'ENSMUSG00000021460', 'ENSMUSG00000023393', 'ENSMUSG00000037640', 'ENSMUSG00000039230', 'ENSMUSG00000057530', 'ENSMUSG00000042446', 'ENSMUSG00000033106', 'ENSMUSG00000060450', 'ENSMUSG00000056050', 'ENSMUSG00000050213']	11	multiplicative_modification_space	knn	False	['ENSMUSG00000034088', 'ENSMUSG00000037851', 'ENSMUSG00000039768', 'ENSMUSG00000041712', 'ENSMUSG00000022538', 'ENSMUSG00000042650', 'ENSMUSG00000019297', 'ENSMUSG00000023988', 'ENSMUSG00000043411', 'ENSMUSG00000064037', 'ENSMUSG00000029246']	1:1:genes_in_all_cells:False	5	3	1.0	auto	30	euclidean	2	2	True	2	5	pearson	500	10000:20	test_data/mESC/SmartSeq2A/SmartSeq2A_scran_norm_counts.tab	5000	7500	Smartseq2	10000	500	sig_only	False		scran	500
1	pca_tsne	0.27807190511263674	0.27807190511263674	0.27807190511263674	0.3244444444444445	0.2487322567942153	0.6444444444444445	1.6230750876585707	-0.01999623514711857	0.09451819211244583	0.8	0.2	0.2	0.8	8	2	2	8	10	10	5.0	rep2	"['SmartSeq2A_D7' 'SmartSeq2A_D11' 'SmartSeq2A_E8' 'SmartSeq2A_A1'
 'SmartSeq2A_D8' 'SmartSeq2A_B6' 'SmartSeq2A_F3' 'SmartSeq2A_B5'
 'SmartSeq2A_A7' 'SmartSeq2A_B1']"	['ENSMUSG00000032512', 'ENSMUSG00000045594', 'ENSMUSG00000026274', 'ENSMUSG00000028522', 'ENSMUSG00000028347', 'ENSMUSG00000023051', 'ENSMUSG00000070953', 'ENSMUSG00000020038', 'ENSMUSG00000026812', 'ENSMUSG00000036572', 'ENSMUSG00000028626']	11	multiplicative_modification_space	knn	False	['ENSMUSG00000027447', 'ENSMUSG00000051257', 'ENSMUSG00000037851', 'ENSMUSG00000007850', 'ENSMUSG00000031229', 'ENSMUSG00000002379', 'ENSMUSG00000025155', 'ENSMUSG00000024165', 'ENSMUSG00000042305', 'ENSMUSG00000024387', 'ENSMUSG00000026869']	1:1:genes_in_all_cells:False	5	3	1.0	auto	30	euclidean	2	2	True	2	5	pearson	500	10000:20	test_data/mESC/SmartSeq2A/SmartSeq2A_scran_norm_counts.tab	5000	7500	Smartseq2	10000	500	sig_only	False		scran	500
0	pca_tsne	0.49342260576014485	0.5282512370705057	0.5102432713148235	0.4643449419568823	0.48928615480117377	0.7309879850882874	13.623703068996443	0.33599671721458435	0.3517845571041107	0.7	0.0	0.0	0.85	10	0	3	7	10	20	3.0	rep1	"['SmartSeq2A_F10' 'SmartSeq2A_F5' 'SmartSeq2A_E11' 'SmartSeq2A_G2'
 'SmartSeq2A_A8' 'SmartSeq2A_H7' 'SmartSeq2A_G4' 'SmartSeq2A_E9'
 'SmartSeq2A_B12' 'SmartSeq2A_G3']"	['ENSMUSG00000032606', 'ENSMUSG00000074748', 'ENSMUSG00000034867', 'ENSMUSG00000036223', 'ENSMUSG00000031489', 'ENSMUSG00000042323', 'ENSMUSG00000024827', 'ENSMUSG00000092819', 'ENSMUSG00000020888', 'ENSMUSG00000027663', 'ENSMUSG00000028643', 'ENSMUSG00000002064', 'ENSMUSG00000039055', 'ENSMUSG00000048271', 'ENSMUSG00000055799', 'ENSMUSG00000000325', 'ENSMUSG00000025579', 'ENSMUSG00000021127', 'ENSMUSG00000041199', 'ENSMUSG00000038383', 'ENSMUSG00000024218']	13	multiplicative_modification_space	knn	False	['ENSMUSG00000034560', 'ENSMUSG00000040383', 'ENSMUSG00000045624', 'ENSMUSG00000079259', 'ENSMUSG00000024537', 'ENSMUSG00000031622', 'ENSMUSG00000031168', 'ENSMUSG00000023939', 'ENSMUSG00000055850', 'ENSMUSG00000009585', 'ENSMUSG00000027984', 'ENSMUSG00000029920', 'ENSMUSG00000026385', 'ENSMUSG00000034101', 'ENSMUSG00000058013', 'ENSMUSG00000028683', 'ENSMUSG00000022255', 'ENSMUSG00000031858', 'ENSMUSG00000078941', 'ENSMUSG00000027327', 'ENSMUSG00000037851']	1:1:genes_in_all_cells:False	5	3	1.0	auto	30	euclidean	2	2	True	2	5	pearson	500	10000:20	test_data/mESC/SmartSeq2A/SmartSeq2A_scran_norm_counts.tab	5000	7500	Smartseq2	10000	500	sig_only	False		scran	500
1	pca_tsne	0.1245112497836532	0.12823644219877584	0.12634639359704855	0.11529933481152992	0.09005608487733917	0.5436067275445352	0.3249762773149708	-0.004780031740665436	-0.03845466673374176	0.6	0.2	0.25	0.7	8	2	4	6	10	20	3.0	rep2	"['SmartSeq2A_H4' 'SmartSeq2A_F4' 'SmartSeq2A_H2' 'SmartSeq2A_B8'
 'SmartSeq2A_C8' 'SmartSeq2A_G4' 'SmartSeq2A_E12' 'SmartSeq2A_A8'
 'SmartSeq2A_B1' 'SmartSeq2A_G9']"	['ENSMUSG00000023075', 'ENSMUSG00000020594', 'ENSMUSG00000020592', 'ENSMUSG00000041649', 'ENSMUSG00000050043', 'ENSMUSG00000014601', 'ENSMUSG00000038150', 'ENSMUSG00000092558', 'ENSMUSG00000069833', 'ENSMUSG00000029723', 'ENSMUSG00000023007', 'ENSMUSG00000047215', 'ENSMUSG00000025377', 'ENSMUSG00000021893', 'ENSMUSG00000050088', 'ENSMUSG00000002679', 'ENSMUSG00000039219', 'ENSMUSG00000022353', 'ENSMUSG00000033323', 'ENSMUSG00000026240', 'ENSMUSG00000025371']	9	multiplicative_modification_space	knn	False	['ENSMUSG00000024812', 'ENSMUSG00000000787', 'ENSMUSG00000003200', 'ENSMUSG00000023967', 'ENSMUSG00000004446', 'ENSMUSG00000055612', 'ENSMUSG00000006134', 'ENSMUSG00000004096', 'ENSMUSG00000017764', 'ENSMUSG00000035351', 'ENSMUSG00000028861', 'ENSMUSG00000054604', 'ENSMUSG00000024258', 'ENSMUSG00000023015', 'ENSMUSG00000041936', 'ENSMUSG00000028577', 'ENSMUSG00000000134', 'ENSMUSG00000001833', 'ENSMUSG00000020124', 'ENSMUSG00000047879', 'ENSMUSG00000054753']	1:1:genes_in_all_cells:False	5	3	1.0	auto	30	euclidean	2	2	True	2	5	pearson	500	10000:20	test_data/mESC/SmartSeq2A/SmartSeq2A_scran_norm_counts.tab	5000	7500	Smartseq2	10000	500	sig_only	False		scran	500
0	pca_tsne	0.5310044064107186	0.5310044064107186	0.5310044064107186	0.62	0.5119441068099034	0.7999999999999999	29.058616095021463	0.7939896583557129	0.5010650753974915	0.9	0.1	0.1	0.9	9	1	1	9	10	20	5.0	rep1	"['SmartSeq2A_C10' 'SmartSeq2A_C9' 'SmartSeq2A_E9' 'SmartSeq2A_H6'
 'SmartSeq2A_H7' 'SmartSeq2A_A3' 'SmartSeq2A_G8' 'SmartSeq2A_B2'
 'SmartSeq2A_A4' 'SmartSeq2A_A8']"	['ENSMUSG00000045107', 'ENSMUSG00000039191', 'ENSMUSG00000026135', 'ENSMUSG00000020485', 'ENSMUSG00000033565', 'ENSMUSG00000020439', 'ENSMUSG00000021969', 'ENSMUSG00000078970', 'ENSMUSG00000001376', 'ENSMUSG00000029761', 'ENSMUSG00000027331', 'ENSMUSG00000028127', 'ENSMUSG00000022323', 'ENSMUSG00000066149', 'ENSMUSG00000048277', 'ENSMUSG00000019782', 'ENSMUSG00000011958', 'ENSMUSG00000027655', 'ENSMUSG00000072964', 'ENSMUSG00000037822', 'ENSMUSG00000026634']	21	multiplicative_modification_space	knn	False	['ENSMUSG00000019738', 'ENSMUSG00000035674', 'ENSMUSG00000018669', 'ENSMUSG00000030591', 'ENSMUSG00000017561', 'ENSMUSG00000032580', 'ENSMUSG00000041360', 'ENSMUSG00000027642', 'ENSMUSG00000021577', 'ENSMUSG00000032407', 'ENSMUSG00000028792', 'ENSMUSG00000040945', 'ENSMUSG00000021111', 'ENSMUSG00000003779', 'ENSMUSG00000026434', 'ENSMUSG00000016541', 'ENSMUSG00000004897', 'ENSMUSG00000020307', 'ENSMUSG00000061559', 'ENSMUSG00000026021', 'ENSMUSG00000025204']	1:1:genes_in_all_cells:False	5	3	1.0	auto	30	euclidean	2	2	True	2	5	pearson	500	10000:20	test_data/mESC/SmartSeq2A/SmartSeq2A_scran_norm_counts.tab	5000	7500	Smartseq2	10000	500	sig_only	False		scran	500
1	pca_tsne	0.7582766571931678	0.7637954966984674	0.7610260716417302	0.7995558023320377	0.7512622143999649	0.8950412845779243	5.515668071996108	0.32868751883506775	0.22290930151939392	1.0	0.1	0.09	0.95	9	1	0	10	10	20	5.0	rep2	"['SmartSeq2A_C11' 'SmartSeq2A_F6' 'SmartSeq2A_E6' 'SmartSeq2A_D5'
 'SmartSeq2A_G6' 'SmartSeq2A_C9' 'SmartSeq2A_B2' 'SmartSeq2A_E5'
 'SmartSeq2A_B4' 'SmartSeq2A_A7']"	['ENSMUSG00000045107', 'ENSMUSG00000013662', 'ENSMUSG00000052681', 'ENSMUSG00000041774', 'ENSMUSG00000026277', 'ENSMUSG00000022160', 'ENSMUSG00000003559', 'ENSMUSG00000020056', 'ENSMUSG00000020133', 'ENSMUSG00000040699', 'ENSMUSG00000047866', 'ENSMUSG00000039680', 'ENSMUSG00000025283', 'ENSMUSG00000045103', 'ENSMUSG00000066149', 'ENSMUSG00000030613', 'ENSMUSG00000030970', 'ENSMUSG00000027160', 'ENSMUSG00000022550', 'ENSMUSG00000026404', 'ENSMUSG00000044763']	21	multiplicative_modification_space	knn	False	['ENSMUSG00000018189', 'ENSMUSG00000023110', 'ENSMUSG00000042541', 'ENSMUSG00000054753', 'ENSMUSG00000022108', 'ENSMUSG00000024188', 'ENSMUSG00000019210', 'ENSMUSG00000034203', 'ENSMUSG00000015165', 'ENSMUSG00000024772', 'ENSMUSG00000006932', 'ENSMUSG00000024583', 'ENSMUSG00000067194', 'ENSMUSG00000031996', 'ENSMUSG00000071072', 'ENSMUSG00000024073', 'ENSMUSG00000020075', 'ENSMUSG00000020265', 'ENSMUSG00000061559', 'ENSMUSG00000026209', 'ENSMUSG00000058799']	1:1:genes_in_all_cells:False	5	3	1.0	auto	30	euclidean	2	2	True	2	5	pearson	500	10000:20	test_data/mESC/SmartSeq2A/SmartSeq2A_scran_norm_counts.tab	5000	7500	Smartseq2	10000	500	sig_only	False		scran	500
0	pca_tsne	0.27807190511263674	0.27807190511263674	0.27807190511263674	0.3244444444444445	0.2487322567942153	0.6444444444444445	4.594542670375123	0.3035736083984375	0.16989238560199738	0.8	0.2	0.2	0.8	8	2	2	8	10	5	3.0	rep1	"['SmartSeq2A_D8' 'SmartSeq2A_A9' 'SmartSeq2A_F7' 'SmartSeq2A_D11'
 'SmartSeq2A_C10' 'SmartSeq2A_F3' 'SmartSeq2A_G8' 'SmartSeq2A_E10'
 'SmartSeq2A_H7' 'SmartSeq2A_C6']"	['ENSMUSG00000025525', 'ENSMUSG00000093483', 'ENSMUSG00000027104', 'ENSMUSG00000040274', 'ENSMUSG00000039201', 'ENSMUSG00000022761']	6	multiplicative_modification_space	knn	False	['ENSMUSG00000003316', 'ENSMUSG00000030042', 'ENSMUSG00000049760', 'ENSMUSG00000023104', 'ENSMUSG00000029432', 'ENSMUSG00000057278']	1:1:genes_in_all_cells:False	5	3	1.0	auto	30	euclidean	2	2	True	2	5	pearson	500	10000:20	test_data/mESC/SmartSeq2A/SmartSeq2A_scran_norm_counts.tab	5000	7500	Smartseq2	10000	500	sig_only	False		scran	500
1	pca_tsne	0.21409496135351602	0.22920702632042245	0.22139341039056704	0.21227197346600338	0.1880761570257249	0.6038596398555418	5.837786623439752	0.17339858412742615	0.2132849395275116	0.6	0.1	0.14	0.75	9	1	4	6	10	5	3.0	rep2	"['SmartSeq2A_A8' 'SmartSeq2A_A9' 'SmartSeq2A_A1' 'SmartSeq2A_E4'
 'SmartSeq2A_D4' 'SmartSeq2A_G3' 'SmartSeq2A_C4' 'SmartSeq2A_G10'
 'SmartSeq2A_G9' 'SmartSeq2A_C11']"	['ENSMUSG00000036275', 'ENSMUSG00000044201', 'ENSMUSG00000045427', 'ENSMUSG00000031278', 'ENSMUSG00000031024', 'ENSMUSG00000040128']	3	multiplicative_modification_space	knn	False	['ENSMUSG00000027860', 'ENSMUSG00000027099', 'ENSMUSG00000031985', 'ENSMUSG00000022407', 'ENSMUSG00000024400', 'ENSMUSG00000029687']	1:1:genes_in_all_cells:False	5	3	1.0	auto	30	euclidean	2	2	True	2	5	pearson	500	10000:20	test_data/mESC/SmartSeq2A/SmartSeq2A_scran_norm_counts.tab	5000	7500	Smartseq2	10000	500	sig_only	False		scran	500
0	pca_tsne	0.1245112497836532	0.12823644219877584	0.12634639359704855	0.11529933481152992	0.09005608487733917	0.5436067275445352	1.2107338389517694	0.09433279931545258	0.05648872256278992	0.6	0.2	0.25	0.7	8	2	4	6	10	5	5.0	rep1	"['SmartSeq2A_G1' 'SmartSeq2A_D2' 'SmartSeq2A_F3' 'SmartSeq2A_C6'
 'SmartSeq2A_C9' 'SmartSeq2A_H8' 'SmartSeq2A_H4' 'SmartSeq2A_C3'
 'SmartSeq2A_F1' 'SmartSeq2A_D5']"	['ENSMUSG00000025068', 'ENSMUSG00000068015', 'ENSMUSG00000026761', 'ENSMUSG00000020260', 'ENSMUSG00000030435', 'ENSMUSG00000030681']	6	multiplicative_modification_space	knn	False	['ENSMUSG00000029599', 'ENSMUSG00000012535', 'ENSMUSG00000022354', 'ENSMUSG00000008668', 'ENSMUSG00000024833', 'ENSMUSG00000024026']	1:1:genes_in_all_cells:False	5	3	1.0	auto	30	euclidean	2	2	True	2	5	pearson	500	10000:20	test_data/mESC/SmartSeq2A/SmartSeq2A_scran_norm_counts.tab	5000	7500	Smartseq2	10000	500	sig_only	False		scran	500
1	pca_tsne	0.1245112497836532	0.12823644219877584	0.12634639359704855	0.11529933481152992	0.09005608487733917	0.5436067275445352	3.2424899285014983	0.16386573016643524	0.15501710772514343	0.6	0.2	0.25	0.7	8	2	4	6	10	5	5.0	rep2	"['SmartSeq2A_G1' 'SmartSeq2A_H4' 'SmartSeq2A_D8' 'SmartSeq2A_F7'
 'SmartSeq2A_A3' 'SmartSeq2A_D1' 'SmartSeq2A_D2' 'SmartSeq2A_C2'
 'SmartSeq2A_H9' 'SmartSeq2A_A5']"	['ENSMUSG00000021420', 'ENSMUSG00000024824', 'ENSMUSG00000031314', 'ENSMUSG00000041429', 'ENSMUSG00000024201', 'ENSMUSG00000044442']	6	multiplicative_modification_space	knn	False	['ENSMUSG00000027012', 'ENSMUSG00000000948', 'ENSMUSG00000006024', 'ENSMUSG00000000399', 'ENSMUSG00000031996', 'ENSMUSG00000020572']	1:1:genes_in_all_cells:False	5	3	1.0	auto	30	euclidean	2	2	True	2	5	pearson	500	10000:20	test_data/mESC/SmartSeq2A/SmartSeq2A_scran_norm_counts.tab	5000	7500	Smartseq2	10000	500	sig_only	False		scran	500
0	pca_tsne	0.07310400793180957	0.07826411310300306	0.07559610710556589	0.04422332780541742	0.03604006028805878	0.519107409700378	3.026329883465603	0.09762166440486908	0.20164120197296143	0.5	0.2	0.29	0.65	8	2	5	5	10	10	3.0	rep1	"['SmartSeq2A_G9' 'SmartSeq2A_F5' 'SmartSeq2A_A6' 'SmartSeq2A_H12'
 'SmartSeq2A_G3' 'SmartSeq2A_A11' 'SmartSeq2A_H4' 'SmartSeq2A_C4'
 'SmartSeq2A_D11' 'SmartSeq2A_B5']"	['ENSMUSG00000029625', 'ENSMUSG00000041354', 'ENSMUSG00000003345', 'ENSMUSG00000033411', 'ENSMUSG00000040564', 'ENSMUSG00000022221', 'ENSMUSG00000024425', 'ENSMUSG00000009418', 'ENSMUSG00000065954', 'ENSMUSG00000020273', 'ENSMUSG00000035293']	3	multiplicative_modification_space	knn	False	['ENSMUSG00000092203', 'ENSMUSG00000030826', 'ENSMUSG00000048578', 'ENSMUSG00000015839', 'ENSMUSG00000015804', 'ENSMUSG00000061755', 'ENSMUSG00000000441', 'ENSMUSG00000029388', 'ENSMUSG00000031835', 'ENSMUSG00000031078', 'ENSMUSG00000029521']	1:1:genes_in_all_cells:False	5	3	1.0	auto	30	euclidean	2	2	True	2	5	pearson	500	10000:20	test_data/mESC/SmartSeq2A/SmartSeq2A_scran_norm_counts.tab	5000	7500	Smartseq2	10000	500	sig_only	False		scran	500
1	pca_tsne	0.39731260974948635	0.40020430436495247	0.3987532145992846	0.4619655746807329	0.3741878244747103	0.7182430061427789	1.530437459258175	-0.01892804726958275	0.07246009260416031	0.8	0.1	0.11	0.85	9	1	2	8	10	10	3.0	rep2	"['SmartSeq2A_F5' 'SmartSeq2A_C4' 'SmartSeq2A_C7' 'SmartSeq2A_H2'
 'SmartSeq2A_B9' 'SmartSeq2A_D6' 'SmartSeq2A_A11' 'SmartSeq2A_D8'
 'SmartSeq2A_B4' 'SmartSeq2A_E7']"	['ENSMUSG00000029625', 'ENSMUSG00000056763', 'ENSMUSG00000003345', 'ENSMUSG00000033411', 'ENSMUSG00000010607', 'ENSMUSG00000039361', 'ENSMUSG00000052214', 'ENSMUSG00000071654', 'ENSMUSG00000047554', 'ENSMUSG00000028923', 'ENSMUSG00000003680']	7	multiplicative_modification_space	knn	False	['ENSMUSG00000028633', 'ENSMUSG00000030264', 'ENSMUSG00000048578', 'ENSMUSG00000037361', 'ENSMUSG00000021711', 'ENSMUSG00000004096', 'ENSMUSG00000001829', 'ENSMUSG00000040048', 'ENSMUSG00000024317', 'ENSMUSG00000045667', 'ENSMUSG00000018287']	1:1:genes_in_all_cells:False	5	3	1.0	auto	30	euclidean	2	2	True	2	5	pearson	500	10000:20	test_data/mESC/SmartSeq2A/SmartSeq2A_scran_norm_counts.tab	5000	7500	Smartseq2	10000	500	sig_only	False		scran	500
0	pca_tsne	0.3112781244591332	0.3836885465963446	0.34371101848545116	0.21917808219178084	0.3121225867658446	0.6389151433378876	1.2929197546242706	-0.08641030639410019	0.016912927851080894	0.5	0.0	0.0	0.75	10	0	5	5	10	10	5.0	rep1	"['SmartSeq2A_H2' 'SmartSeq2A_H10' 'SmartSeq2A_F9' 'SmartSeq2A_F6'
 'SmartSeq2A_H12' 'SmartSeq2A_E6' 'SmartSeq2A_F1' 'SmartSeq2A_E11'
 'SmartSeq2A_C11' 'SmartSeq2A_F5']"	['ENSMUSG00000044252', 'ENSMUSG00000025157', 'ENSMUSG00000039770', 'ENSMUSG00000036613', 'ENSMUSG00000048371', 'ENSMUSG00000024218', 'ENSMUSG00000031703', 'ENSMUSG00000026179', 'ENSMUSG00000069631', 'ENSMUSG00000040415', 'ENSMUSG00000021996']	11	multiplicative_modification_space	knn	False	['ENSMUSG00000028953', 'ENSMUSG00000047459', 'ENSMUSG00000006740', 'ENSMUSG00000040028', 'ENSMUSG00000001833', 'ENSMUSG00000065990', 'ENSMUSG00000022858', 'ENSMUSG00000003778', 'ENSMUSG00000028333', 'ENSMUSG00000038299', 'ENSMUSG00000037149']	1:1:genes_in_all_cells:False	5	3	1.0	auto	30	euclidean	2	2	True	2	5	pearson	500	10000:20	test_data/mESC/SmartSeq2A/SmartSeq2A_scran_norm_counts.tab	5000	7500	Smartseq2	10000	500	sig_only	False		scran	500
1	pca_tsne	0.2958073480446822	0.3046574663367103	0.3001671872211768	0.3259423503325942	0.27109714316505207	0.6523280730534422	2.195154615211448	0.04393194243311882	0.11689512431621552	0.9	0.3	0.25	0.8	7	3	1	9	10	10	5.0	rep2	"['SmartSeq2A_B3' 'SmartSeq2A_E10' 'SmartSeq2A_C11' 'SmartSeq2A_A1'
 'SmartSeq2A_H8' 'SmartSeq2A_A4' 'SmartSeq2A_D11' 'SmartSeq2A_H5'
 'SmartSeq2A_A5' 'SmartSeq2A_B7']"	['ENSMUSG00000036599', 'ENSMUSG00000042197', 'ENSMUSG00000028089', 'ENSMUSG00000020462', 'ENSMUSG00000004768', 'ENSMUSG00000040325', 'ENSMUSG00000015672', 'ENSMUSG00000038880', 'ENSMUSG00000022842', 'ENSMUSG00000024260', 'ENSMUSG00000027751']	11	multiplicative_modification_space	knn	False	['ENSMUSG00000031839', 'ENSMUSG00000031447', 'ENSMUSG00000007029', 'ENSMUSG00000031229', 'ENSMUSG00000018882', 'ENSMUSG00000021771', 'ENSMUSG00000044627', 'ENSMUSG00000052146', 'ENSMUSG00000004897', 'ENSMUSG00000067194', 'ENSMUSG00000056076']	1:1:genes_in_all_cells:False	5	3	1.0	auto	30	euclidean	2	2	True	2	5	pearson	500	10000:20	test_data/mESC/SmartSeq2A/SmartSeq2A_scran_norm_counts.tab	5000	7500	Smartseq2	10000	500	sig_only	False		scran	500
0	pca_tsne	0.19116495692878027	0.19255628119851664	0.191858096681472	0.20877290394225426	0.15883950662314078	0.5856442973164198	0.9927357607136151	0.10800446569919586	0.08038472384214401	0.8	0.3	0.27	0.75	7	3	2	8	10	5	3.0	rep1	"['SmartSeq2A_A5' 'SmartSeq2A_F6' 'SmartSeq2A_G9' 'SmartSeq2A_F5'
 'SmartSeq2A_D1' 'SmartSeq2A_G10' 'SmartSeq2A_F2' 'SmartSeq2A_E6'
 'SmartSeq2A_C4' 'SmartSeq2A_A11']"	['ENSMUSG00000056629', 'ENSMUSG00000024914', 'ENSMUSG00000018167', 'ENSMUSG00000025377', 'ENSMUSG00000031536', 'ENSMUSG00000024414']	2	multiplicative_modification_space	knn	False	['ENSMUSG00000010406', 'ENSMUSG00000037465', 'ENSMUSG00000023967', 'ENSMUSG00000005506', 'ENSMUSG00000025337', 'ENSMUSG00000055932']	1:1:genes_in_all_cells:False	5	3	1.0	auto	30	euclidean	2	2	True	2	5	pearson	500	10000:20	test_data/mESC/SmartSeq2A/SmartSeq2A_scran_norm_counts.tab	5000	7500	Smartseq2	10000	500	sig_only	False		scran	500
1	pca_tsne	0.07310400793180957	0.07826411310300306	0.07559610710556589	0.04422332780541742	0.03604006028805877	0.519107409700378	1.1748417214208196	0.13220903277397156	0.05643006041646004	0.8	0.5	0.38	0.65	5	5	2	8	10	5	3.0	rep2	"['SmartSeq2A_C7' 'SmartSeq2A_A5' 'SmartSeq2A_E5' 'SmartSeq2A_B1'
 'SmartSeq2A_D4' 'SmartSeq2A_C9' 'SmartSeq2A_G6' 'SmartSeq2A_B7'
 'SmartSeq2A_F10' 'SmartSeq2A_E4']"	['ENSMUSG00000038520', 'ENSMUSG00000078784', 'ENSMUSG00000026429', 'ENSMUSG00000027669', 'ENSMUSG00000034620', 'ENSMUSG00000026670']	4	multiplicative_modification_space	knn	False	['ENSMUSG00000017264', 'ENSMUSG00000057497', 'ENSMUSG00000022945', 'ENSMUSG00000026687', 'ENSMUSG00000018974', 'ENSMUSG00000064068']	1:1:genes_in_all_cells:False	5	3	1.0	auto	30	euclidean	2	2	True	2	5	pearson	500	10000:20	test_data/mESC/SmartSeq2A/SmartSeq2A_scran_norm_counts.tab	5000	7500	Smartseq2	10000	500	sig_only	False		scran	500
